"Previsioni probabilistiche della popolazione residente per sesso, età e regione - base 1.1.2017 - Anni 2017/2065"
"Anno: 2017 - Ripartizione: Italia"
"Maschi"
"Età";"Limite inferiore intervallo di confidenza al 90% (5° percentile)";"Limite inferiore intervallo di confidenza all'80% (10° percentile)";"Limite inferiore intervallo di confidenza al 50% (25° percentile)";"Scenario mediano";"Limite superiore intervallo di confidenza al 50% (75° percentile)";"Limite superiore intervallo di confidenza all'80% (90° percentile)";"Limite superiore intervallo di confidenza al 90% (95° percentile)"
98;16316;18962;23812;30025;37122;44284;48712;
99;11017;13082;16960;22076;28098;34305;38229;
100;7763;9432;12657;17054;22396;28042;31701;
101;4673;5814;8088;11313;15354;19759;22676;
102;2650;3376;4889;7109;10001;13258;15456;
103;1352;1768;2671;4048;5917;8099;9604;
104;662;891;1408;2231;3396;4810;5810;
105;329;457;759;1261;2005;2945;3628;
106;146;209;365;638;1064;1623;2043;
107;60;89;164;303;531;842;1085;
108;23;36;69;135;250;413;545;
109;8;13;28;57;112;194;262;
110 e oltre;4;7;15;35;75;139;196;
Totale;28613976;28911640;29458646;30078700;30689030;31240256;31577880;
"Totale"
"Età";"Limite inferiore intervallo di confidenza al 90% (5° percentile)";"Limite inferiore intervallo di confidenza all'80% (10° percentile)";"Limite inferiore intervallo di confidenza al 50% (25° percentile)";"Scenario mediano";"Limite superiore intervallo di confidenza al 50% (75° percentile)";"Limite superiore intervallo di confidenza all'80% (90° percentile)";"Limite superiore intervallo di confidenza al 90% (95° percentile)"
0;382876;400202;428719;463137;496398;527296;545385;
1;386348;403355;431683;465369;497707;528137;545749;
2;389957;406370;434311;467344;499254;528696;545840;
3;392732;408951;436056;468608;500131;528675;545304;
4;395757;411481;438028;469728;500622;528465;545146;
5;398395;413622;439508;470576;500356;527295;543237;
6;401031;416296;441403;471252;500217;526517;541780;
7;403302;417939;442377;471486;499578;525325;540038;
8;405961;420363;443975;472038;499184;524248;538538;
9;408227;422549;445125;472350;498459;522664;536475;
10;411198;424788;446799;473182;498299;521479;535055;
11;414350;427070;448791;473968;497716;520363;533094;
12;417757;430405;451260;475446;497974;519731;531706;
13;421912;434024;453797;476692;498354;519236;530620;
14;427436;438316;457013;479049;499612;519324;530158;
15;432902;442736;460545;481297;500907;519493;529473;
16;438635;448134;465140;484547;503042;520446;529741;
17;444910;453681;469635;487887;505299;521465;530486;
18;452274;460164;475094;492171;508226;523334;532333;
19;460152;467937;481609;497807;513015;526882;535113;
20;468742;476313;489058;504011;518810;531859;539445;
21;476562;483875;495886;510268;524158;536263;543771;
22;482651;489018;500923;514820;528012;540230;547248;
23;487660;494574;506108;519946;533309;545355;552155;
24;499287;506010;518135;531896;545265;558123;564609;
25;520082;527391;540469;555456;569956;583947;590876;
26;539703;547656;561814;578025;593728;608858;616396;
27;551916;560459;575715;593230;610127;626468;634593;
28;577026;586247;602513;621321;639433;656889;665725;
29;589621;599568;616722;636792;656087;674527;684109;
30;606308;616797;635079;656234;676620;696105;706281;
31;616774;627809;647058;669144;690422;710686;721480;
32;624622;635893;656201;679113;701268;722238;733628;
33;623413;635151;656295;679854;702884;724391;736283;
34;625170;637346;658935;683127;706720;728805;741126;
35;622339;634933;657129;681600;705763;728140;740667;
36;628710;641407;664148;688921;713385;736250;748835;
37;624872;637714;660567;685575;710238;733358;746033;
38;622318;635159;657910;683116;707834;730926;743856;
39;628658;641358;664116;689232;713932;736900;750068;
40;639166;651935;674457;699465;724026;746889;759893;
41;630403;643004;665271;689955;714214;736706;749801;
42;635909;647953;669834;694144;717942;740148;753096;
43;637957;649659;671182;694918;718233;740190;752875;
44;639374;650665;671594;694729;717400;738857;751302;
45;637659;648344;668705;691069;712828;733955;745753;
46;641869;652182;671696;693313;714321;734687;745805;
47;651958;661711;680219;701112;721239;740828;751369;
48;674086;683163;701098;720901;740011;758746;769034;
49;670043;678512;695894;714611;732845;750610;760368;
50;678811;686738;703275;721092;738420;755169;764450;
51;674669;682195;697838;714642;731029;746835;755719;
52;686405;693507;708177;724101;739585;754659;762903;
53;670630;677387;691220;706231;720838;735091;742801;
54;671208;677600;690560;704738;718490;731867;739166;
55;688563;694583;706840;720223;733201;745738;752646;
56;696960;702799;714117;726791;739108;750785;757343;
57;705272;710757;721429;733396;744892;755840;761972;
58;725165;730430;740498;751785;762620;772946;778660;
59;727526;732395;741965;752603;762839;772401;777826;
60;742006;746657;755749;765687;775317;784242;789473;
61;760952;765257;773849;783213;792209;800655;805643;
62;796545;800880;809005;817803;826413;834182;838994;
63;817599;821857;829358;837730;845763;853162;857706;
64;847849;852148;859103;867140;874728;881710;886101;
65;881133;885598;892083;899837;907001;913672;917820;
66;910386;914663;920757;928308;935137;941708;945498;
67;898715;902533;908350;915628;922228;928526;932215;
68;900325;904191;909875;916885;923229;929387;932882;
69;901248;905080;910465;917434;923455;929453;932980;
70;884825;888691;893964;900816;906619;912776;916087;
71;898960;903143;908462;915310;921153;927094;930669;
72;882230;886196;891730;898559;904480;910366;913908;
73;873651;877743;883371;890418;896362;902450;905745;
74;867914;871742;877787;885089;891162;897576;900900;
75;851713;855281;861868;869461;875814;882546;885746;
76;846285;849699;856869;864984;871816;878698;881951;
77;777416;780915;788190;796357;803244;810172;813499;
78;732896;736490;744109;752548;759748;767006;770259;
79;697733;701518;709308;718272;725935;733391;736985;
80;653817;657951;666049;675456;683544;691390;695239;
81;613840;618152;626677;636765;645363;653688;657914;
82;560520;564959;573796;584412;593468;602095;606464;
83;526691;531176;540714;552214;562103;571282;576134;
84;485382;490443;500471;512574;523250;532838;538160;
85;443209;448559;459114;471883;483322;493311;499171;
86;401808;407582;418705;432130;444299;454977;460994;
87;348349;354421;365580;379202;391804;402342;408758;
88;307071;313579;325120;339006;352297;363284;370071;
89;269440;276168;287938;302144;316002;327851;334670;
90;241035;248109;260794;275761;290923;303546;310771;
91;204860;212139;224868;239900;255288;268535;275855;
92;177306;184690;197457;213030;229098;242983;250722;
93;140494;147315;159340;173906;189510;202767;210193;
94;111062;117432;128799;142514;157486;170473;177380;
95;65515;69919;77852;87493;98422;107767;113141;
96;50432;54429;61687;70522;80964;89940;94965;
97;36737;39985;46323;54026;63292;71588;76497;
98;25502;28105;33359;39727;47647;54943;59529;
99;17235;19297;23497;28653;35318;41572;45697;
100;12201;13927;17387;21752;27631;33311;37084;
101;7382;8596;11047;14193;18630;22971;26099;
102;4202;4983;6593;8744;11863;15038;17508;
103;2162;2610;3560;4892;6885;9007;10691;
104;1059;1309;1856;2643;3898;5253;6372;
105;531;673;995;1469;2268;3176;3917;
106;236;307;474;731;1187;1731;2174;
107;98;132;212;342;584;892;1144;
108;38;52;89;150;270;435;570;
109;14;20;35;63;120;201;271;
110 e oltre;7;10;19;38;79;143;201;
Totale;56553875;57219982;58250108;59533247;60725634;61854941;62580690;
"Anno: 2042 - Ripartizione: Italia"
"Maschi"
"Età";"Limite inferiore intervallo di confidenza al 90% (5° percentile)";"Limite inferiore intervallo di confidenza all'80% (10° percentile)";"Limite inferiore intervallo di confidenza al 50% (25° percentile)";"Scenario mediano";"Limite superiore intervallo di confidenza al 50% (75° percentile)";"Limite superiore intervallo di confidenza all'80% (90° percentile)";"Limite superiore intervallo di confidenza al 90% (95° percentile)"
0;195258;204567;219472;237913;255284;271909;281476;
1;197439;206688;221310;239323;256567;272703;281987;
2;199483;208434;222945;240653;257565;273288;282438;
3;201331;210158;224515;241846;258431;273796;282904;
4;203107;211612;225761;242672;259034;273894;282846;
5;204751;213071;226872;243422;259467;273971;282804;
6;205915;214455;227860;244035;259582;273777;281919;
7;207421;215771;228829;244563;259723;273631;281341;
8;208785;216843;229584;244871;259488;273183;280674;
9;210288;218099;230465;245352;259498;272720;280239;
10;211866;219384;231497;245725;259302;272133;279369;
11;213653;220953;232553;246388;259481;271859;278863;
12;215520;222384;233703;247057;259603;271473;278234;
13;217857;224379;235284;248124;260013;271530;277849;
14;220602;226561;237045;249129;260644;271574;277422;
15;223540;229106;239099;250779;261681;272138;277559;
16;226652;231881;241436;252458;262860;272695;277961;
17;230390;235215;244305;254743;264550;273931;279023;
18;234014;238651;247191;257137;266469;275341;280353;
19;238092;242526;250551;260021;269007;277151;281803;
20;242559;246887;254491;263529;272076;279937;284411;
21;247138;251497;258618;267206;275617;282971;287425;
22;251457;255371;262532;270783;278837;286175;290276;
23;254242;258219;265047;273393;281208;288386;292631;
24;256421;261018;267873;276257;284426;291809;295820;
25;261565;265708;273165;281712;290045;297936;301942;
26;272362;276864;284878;294073;303051;311558;315876;
27;282408;287245;295819;305762;315462;324587;329266;
28;288357;293526;302727;313420;323800;333610;338625;
29;301322;306867;316671;328104;339123;349613;354984;
30;308093;314017;324377;336515;348141;359301;365028;
31;317009;323321;334291;347040;359218;371048;377127;
32;322324;328885;340499;353761;366466;378898;385232;
33;325888;332759;344854;358590;371807;384529;391274;
34;325944;333086;345626;359719;373369;386493;393424;
35;327425;334737;347545;362000;376058;389344;396542;
36;326397;333794;346929;361597;376005;389358;396831;
37;328684;336248;349464;364310;378871;392333;399965;
38;326708;334339;347854;362662;377328;390887;398548;
39;325131;332906;346419;361224;375881;389608;397103;
40;328669;336342;349695;364545;379143;392719;400411;
41;334693;342108;355357;370084;384540;397844;405562;
42;329641;336991;350046;364456;378709;391829;399358;
43;334599;341701;354518;368612;382552;395417;402959;
44;336687;343407;355817;369558;383149;395735;403038;
45;337194;343481;355540;368933;382055;394410;401551;
46;335792;341928;353609;366471;379129;391113;397964;
47;336391;342253;353399;365737;377771;389356;395854;
48;339289;344801;355487;367228;378685;389815;395888;
49;349493;354702;364877;376064;386864;397526;403227;
50;346026;350936;360563;371091;381253;391381;396672;
51;349419;354106;363093;373001;382614;392029;396977;
52;344506;348903;357404;366657;375762;384515;389051;
53;348798;352917;360951;369535;378057;386233;390315;
54;338672;342464;350046;358004;365940;373432;377408;
55;337241;340959;347878;355342;362723;369600;373401;
56;343762;347293;353717;360604;367504;373749;377346;
57;346608;349886;355953;362301;368706;374506;377723;
58;349803;352731;358356;364241;370142;375454;378425;
59;357795;360681;365756;371237;376680;381607;384361;
60;357319;360076;364708;369826;374867;379475;382134;
61;364676;367459;371702;376535;381208;385434;388072;
62;371473;374177;378045;382622;386964;390942;393540;
63;388635;391215;394867;399174;403285;407050;409425;
64;397199;399670;403083;407212;411059;414685;416917;
65;410744;413135;416479;420432;424159;427564;429756;
66;425874;428127;431390;435240;438859;442289;444272;
67;438494;440516;443988;447724;451320;454700;456580;
68;430507;432443;435930;439637;443158;446437;448304;
69;430136;432189;435754;439448;442994;446287;448215;
70;426728;428981;432653;436435;440105;443408;445152;
71;417260;419756;423541;427396;431150;434552;436433;
72;421076;423757;427564;431761;435741;439281;441316;
73;410113;412933;416988;421360;425559;429207;431400;
74;401925;404893;409324;414043;418441;422395;424547;
75;397482;400766;405582;410677;415468;419590;422250;
76;385946;389620;394771;400198;405312;409800;412577;
77;378617;382543;388165;394106;399728;404615;407523;
78;341458;345365;351094;357113;362807;367852;370773;
79;316105;320124;326098;332468;338458;343737;346792;
80;295092;299330;305699;312375;318794;324260;327527;
81;270795;275258;281985;288905;295659;301437;304870;
82;248165;253033;259970;267274;274398;280517;284214;
83;219765;224563;231731;239153;246469;252789;256608;
84;200365;205232;212823;220691;228432;235206;239210;
85;178355;183314;191021;199196;207182;214291;218492;
86;156278;161242;169078;177394;185580;192931;197353;
87;135184;140163;147987;156416;164726;172232;176908;
88;112008;116812;124364;132534;140649;148093;152730;
89;93046;97647;104967;112980;120975;128349;132959;
90;76745;81103;88170;95977;103839;111104;115761;
91;64452;68763;75617;83390;91268;98528;103298;
92;51185;55169;61517;68785;76259;83232;87827;
93;41018;44667;50625;57477;64666;71411;75862;
94;29978;33030;38134;44045;50380;56380;60375;
95;21594;24122;28408;33490;39035;44347;47889;
96;11517;13061;15729;18957;22545;26051;28441;
97;7960;9186;11346;14035;17087;20129;22196;
98;5172;6081;7709;9805;12232;14710;16422;
99;3216;3861;5032;6588;8433;10351;11726;
100;1936;2376;3191;4306;5666;7111;8174;
101;1213;1521;2106;2936;3975;5117;5964;
102;644;826;1183;1707;2383;3149;3729;
103;314;412;612;917;1325;1802;2171;
104;138;186;287;447;668;936;1148;
105;57;79;126;205;319;461;576;
106;24;34;57;97;157;234;299;
107;9;13;23;40;68;105;137;
108;3;4;8;16;27;44;59;
109;1;1;3;5;10;17;23;
110 e oltre;0;1;1;3;5;9;13;
Totale;27711565;28069319;28688089;29405122;30087317;30739543;31153806;
"Femmine"
"Età";"Limite inferiore intervallo di confidenza al 90% (5° percentile)";"Limite inferiore intervallo di confidenza all'80% (10° percentile)";"Limite inferiore intervallo di confidenza al 50% (25° percentile)";"Scenario mediano";"Limite superiore intervallo di confidenza al 50% (75° percentile)";"Limite superiore intervallo di confidenza all'80% (90° percentile)";"Limite superiore intervallo di confidenza al 90% (95° percentile)"
0;183697;192510;206531;223878;240235;255915;264854;
1;185448;194232;207967;224867;241051;256303;264940;
2;187168;195475;209104;225793;241665;256468;265023;
3;188668;196771;210325;226600;242193;256548;265023;
4;190042;197987;211264;227068;242450;256434;264696;
5;191479;199132;211930;227470;242530;256176;264382;
6;192371;200145;212605;227741;242281;255395;263090;
7;193455;201205;213281;227927;242040;254936;262231;
8;194743;202009;213696;227896;241629;254235;261239;
9;195609;202901;214263;228013;241244;253462;260509;
10;196797;203781;214632;228004;240754;252522;259450;
11;198104;204770;215422;228233;240473;251860;258273;
12;199504;205803;216213;228421;240041;251025;257173;
13;201039;207108;217212;228920;239969;250471;256221;
14;202866;208643;218198;229277;239869;249856;255332;
15;205200;210476;219450;230143;240160;249514;254872;
16;207668;212412;220900;230943;240371;249292;254203;
17;210315;214857;222883;232268;241266;249501;254130;
18;213100;217332;224965;233757;242158;249935;254369;
19;216535;220412;227630;235888;243735;250938;255216;
20;220719;224470;230995;238851;246173;252821;257054;
21;225002;228759;234942;242190;249408;255716;259393;
22;228948;232502;238534;245552;252463;258395;262025;
23;231747;235120;240981;247980;254619;260664;264400;
24;234137;237740;243479;250487;257249;263459;266803;
25;240163;243649;249913;256995;263840;270389;273833;
26;249824;253601;260317;268034;275439;282536;286269;
27;259063;263093;270332;278641;286600;294230;298221;
28;264969;269262;277055;285842;294338;302439;306757;
29;276776;281342;289512;298853;307873;316362;320965;
30;282262;287084;295792;305498;314973;323904;328771;
31;289787;294792;303888;313989;323885;333051;338280;
32;294707;299940;309357;319758;330010;339572;344972;
33;298790;304134;313764;324490;335054;344853;350435;
34;297436;302888;312773;323718;334525;344402;350326;
35;297560;303094;313268;324349;335319;345438;351376;
36;295719;301409;311697;322899;334001;344301;350207;
37;299700;305540;315924;327211;338396;348802;354714;
38;297761;303551;313904;325252;336539;346902;352823;
39;296452;302276;312603;323999;335239;345711;351594;
40;299257;304920;315190;326583;337742;348250;354142;
41;304084;309586;319802;331085;342105;352520;358456;
42;300347;305788;315864;327037;337895;348195;354158;
43;300662;306016;315897;326921;337626;347792;353653;
44;300783;306102;315762;326599;337112;347158;352776;
45;301750;306827;316317;326893;337185;347033;352486;
46;301272;306028;315265;325564;335559;345070;350481;
47;304968;309528;318433;328416;338066;347281;352568;
48;311922;316376;324948;334595;343844;352815;357912;
49;323554;327849;336131;345404;354307;362931;367845;
50;322867;327043;335038;343960;352511;360768;365519;
51;328119;332131;339856;348378;356599;364478;369005;
52;328661;332523;339954;348121;355997;363524;367836;
53;335804;339585;346664;354516;362074;369221;373402;
54;330044;333775;340449;348021;355273;362042;366145;
55;331817;335313;341757;349003;355933;362444;366377;
56;342538;345834;352105;358998;365690;371880;375713;
57;347862;351085;356981;363650;370062;375997;379579;
58;353021;356014;361759;368085;374197;379942;383291;
59;364847;367684;373089;379198;385011;390566;393716;
60;367414;370141;375310;381170;386736;392059;394980;
61;374047;376688;381589;387220;392595;397587;400296;
62;385625;388272;392842;398299;403454;408213;410725;
63;403694;406303;410682;415884;420897;425307;427813;
64;415650;418205;422350;427350;432087;436353;438697;
65;431789;434176;438190;443016;447501;451629;453839;
66;449357;451790;455610;460292;464690;468523;470736;
67;464948;467309;471002;475603;479797;483604;485671;
68;460176;462403;466062;470507;474580;478253;480305;
69;461134;463289;466991;471293;475259;478906;480954;
70;463999;466139;469873;474121;478040;481566;483642;
71;455698;457978;461626;465851;469736;473268;475399;
72;464424;466866;470590;474932;478916;482457;484641;
73;456906;459515;463291;467723;471758;475389;477483;
74;454774;457215;461233;465832;469929;473825;475985;
75;451000;453553;457729;462587;466872;470899;473080;
76;443954;446442;451013;456085;460638;464726;467182;
77;442741;445251;450407;455878;460866;465319;467829;
78;409823;412587;417714;423358;428526;433036;435573;
79;388177;391353;396608;402693;408132;412906;415461;
80;370820;374390;380094;386631;392511;397699;400430;
81;348338;352333;358543;365448;371742;377354;380253;
82;327877;332238;338934;346332;353092;359290;362323;
83;300837;305525;312784;320580;327820;334413;337612;
84;282816;287932;295926;304446;312364;319530;323245;
85;260914;266422;275076;284270;292917;300563;304750;
86;238425;244269;253532;263448;272828;281136;285752;
87;215920;222326;232136;242848;253008;261871;267057;
88;185929;192386;202449;213413;223927;233130;238617;
89;163314;169910;180365;191953;203150;212922;218860;
90;141881;148687;159524;171607;183492;193880;200154;
91;125432;132554;143938;156851;169637;181016;187937;
92;105158;112252;123552;136684;149879;161615;168835;
93;89662;96717;108167;121711;135525;147904;155647;
94;69591;75973;86556;99243;112407;124398;131953;
95;53835;59621;69360;81225;93774;105444;112793;
96;30869;34754;41411;49715;58697;67184;72629;
97;23087;26462;32396;39968;48316;56469;61709;
98;16252;19004;23980;30483;37854;45255;50044;
99;10820;12940;16867;22154;28336;34711;38878;
100;6986;8555;11555;15729;20767;26131;29689;
101;4684;5884;8254;11678;15963;20660;23835;
102;2671;3447;5036;7420;10524;14031;16474;
103;1427;1897;2895;4454;6572;9056;10828;
104;685;938;1500;2415;3717;5306;6463;
105;314;445;746;1263;2033;3013;3743;
106;146;214;378;675;1139;1758;2230;
107;60;91;171;322;571;920;1194;
108;23;36;72;143;269;451;601;
109;8;13;28;60;119;209;286;
110 e oltre;4;7;16;37;80;152;217;
Totale;28452295;28773277;29349189;30011625;30662992;31249060;31592078;
"Totale"
"Età";"Limite inferiore intervallo di confidenza al 90% (5° percentile)";"Limite inferiore intervallo di confidenza all'80% (10° percentile)";"Limite inferiore intervallo di confidenza al 50% (25° percentile)";"Scenario mediano";"Limite superiore intervallo di confidenza al 50% (75° percentile)";"Limite superiore intervallo di confidenza all'80% (90° percentile)";"Limite superiore intervallo di confidenza al 90% (95° percentile)"
0;378943;397068;425979;461792;495529;527827;546354;
1;382861;400944;429226;464191;497654;528987;546927;
2;386636;403927;432022;466446;499236;529740;547461;
3;389994;406979;434789;468446;500641;530271;547896;
4;393148;409603;437091;469740;501509;530431;547570;
5;396041;412367;438793;470892;502117;530213;547207;
6;398376;414753;440347;471775;501849;529326;545067;
7;400834;417030;442089;472490;501892;528565;543660;
8;403621;418812;443297;472766;501193;527332;541942;
9;406201;420924;444841;473365;500680;526276;540820;
10;408486;423198;446101;473729;500007;524587;538838;
11;411809;425549;448082;474621;499816;523614;537084;
12;414651;428259;449916;475478;499475;522507;535175;
13;418939;431873;452490;477045;499916;522038;534286;
14;423562;435344;455173;478406;500430;521607;533071;
15;428930;439620;458535;480921;501815;521827;532456;
16;434154;444370;462295;483402;503234;521899;532127;
17;440332;449993;467192;487011;505929;523595;533058;
18;447461;455881;472270;490894;508522;525079;534773;
19;454686;463060;478076;495909;512543;527843;537100;
20;463350;471471;485682;502379;518324;532690;540970;
21;472436;480302;493582;509396;524873;538704;546510;
22;480446;487881;501029;516335;531198;544599;552248;
23;486239;493270;506201;521373;535766;548922;556945;
24;490590;498722;511349;526744;541673;555275;562358;
25;501742;509450;523073;538707;553835;568374;575751;
26;522182;530593;545146;562107;578520;594170;602067;
27;541432;550498;566119;584403;601999;618914;627386;
28;553297;562971;579778;599262;618064;636049;645290;
29;578047;588220;606213;626957;646892;666000;675954;
30;590186;601023;620166;642012;663148;683245;693835;
31;606770;617993;638188;661030;683126;704253;715342;
32;617121;628652;649859;673519;696478;718450;730215;
33;624662;636675;658585;683080;706855;729320;741703;
34;623319;635921;658391;683437;707925;731065;743644;
35;624913;637867;660765;686349;711382;734647;747999;
36;622287;635185;658711;684496;709958;733468;747106;
37;628364;641423;665481;691520;717288;741131;754746;
38;624477;637703;661857;687915;713705;737838;751374;
39;621829;635181;659073;685223;711042;735143;748697;
40;627978;641321;665172;691128;716852;740681;754415;
41;638693;651751;675236;701169;726780;750351;763844;
42;630223;642859;665907;691493;716676;740205;753550;
43;635505;647876;670465;695533;720227;743252;756467;
44;637358;649394;671570;696156;720217;742983;755771;
45;638801;650269;671955;695826;719227;741456;753957;
46;637039;647958;668929;692035;714593;736350;748338;
47;641191;651730;671807;694153;715753;736888;748319;
48;651251;661158;680316;701823;722459;742766;753783;
49;673284;682575;700999;721468;741221;760594;771056;
50;669301;677944;695747;715051;733821;752203;762163;
51;677905;686079;702998;721380;739165;756516;766007;
52;673706;681422;697472;714778;731586;747964;757066;
53;685339;692506;707611;724051;739915;755573;764011;
54;669470;676286;690591;706025;720999;735672;743668;
55;669771;676310;689787;704345;718544;732377;739722;
56;686938;693324;705801;719602;733047;745949;752877;
57;695168;701264;712899;725950;738590;750585;757230;
58;703242;709048;720030;732326;744216;755414;761790;
59;722977;728390;738790;750435;761617;772097;778096;
60;725206;730171;740044;750995;761519;771313;776993;
61;739506;744173;753534;763755;773635;782795;788279;
62;757881;762443;771316;780920;790269;798820;803975;
63;793273;797712;805988;815058;823894;831957;836925;
64;813643;818280;825971;834562;842846;850436;855220;
65;843382;847915;855119;863448;871240;878441;882902;
66;876267;880868;887419;895532;902946;909893;914188;
67;904946;909090;915430;923326;930424;937204;941248;
68;892477;896464;902542;910144;917033;923580;927312;
69;893317;897492;903404;910742;917252;923724;927443;
70;893385;897504;903174;910556;916831;923381;927007;
71;876222;880384;886048;893247;899335;905667;909341;
72;889303;893611;899373;906693;912971;919319;923046;
73;871489;875826;881670;889084;895333;901756;905388;
74;861808;866127;872204;879875;886339;892779;896471;
75;854600;858552;865297;873264;879906;886952;890399;
76;836972;840638;847959;856283;863244;870475;873892;
77;829271;833057;841017;849984;857541;865078;868727;
78;759489;763372;771451;780472;788194;795768;799318;
79;713444;717435;725676;735161;743193;751091;754906;
80;676120;680437;689050;699006;707573;715863;719997;
81;630174;634691;643738;654354;663410;672051;676585;
82;588059;592720;602223;613606;623350;632490;637168;
83;533101;537859;547745;559733;569938;579491;584601;
84;496526;501733;512360;525137;536258;546391;551969;
85;453417;459010;470028;483466;495466;506044;511933;
86;409208;415183;426837;440842;453511;464566;470873;
87;366101;372606;384547;399265;412775;424268;431104;
88;312671;319376;331427;345947;359815;371260;378354;
89;271122;278066;290188;304934;319287;331440;338667;
90;233171;240305;252704;267584;282534;295145;302387;
91;204250;211851;224787;240241;255875;269449;277099;
92;170024;177577;190174;205469;221246;235006;242751;
93;143955;151103;163810;179188;195540;209700;217634;
94;111011;117418;129277;143288;158681;171941;179414;
95;85327;91281;101839;114716;129339;141923;149162;
96;48641;52609;59909;68672;79200;88086;93239;
97;36342;39694;46177;54004;63545;72016;77051;
98;25495;28233;33683;40289;48543;56185;60977;
99;17025;19144;23420;28742;35595;42067;46354;
100;11056;12683;15908;20035;25578;31019;34629;
101;7457;8726;11277;14614;19292;24015;27300;
102;4295;5116;6829;9127;12476;15966;18626;
103;2309;2806;3878;5372;7633;10074;11987;
104;1115;1384;1986;2862;4262;5809;7037;
105;515;653;978;1468;2293;3239;4022;
106;241;316;494;771;1269;1869;2368;
107;100;135;221;362;628;972;1255;
108;39;54;92;159;292;474;628;
109;14;20;36;65;127;217;297;
110 e oltre;7;10;20;39;85;157;222;
Totale;56261295;56952884;58061450;59416747;60679406;61880583;62671778;
"Anno: 2043 - Ripartizione: Italia"
"Maschi"
"Età";"Limite inferiore intervallo di confidenza al 90% (5° percentile)";"Limite inferiore intervallo di confidenza all'80% (10° percentile)";"Limite inferiore intervallo di confidenza al 50% (25° percentile)";"Scenario mediano";"Limite superiore intervallo di confidenza al 50% (75° percentile)";"Limite superiore intervallo di confidenza all'80% (90° percentile)";"Limite superiore intervallo di confidenza al 90% (95° percentile)"
0;193141;202654;217766;236646;254502;271587;281309;
1;195733;204971;219959;238616;256107;272867;282417;
2;197763;207109;221802;240026;257321;273785;283012;
3;199719;208847;223460;241358;258254;274338;283511;
4;201726;210867;225024;242557;259274;274875;283820;
5;203364;212203;226240;243391;259846;275025;283795;
6;204939;213637;227485;244154;260260;275220;283592;
7;206294;214909;228404;244782;260338;274897;283028;
8;207869;216323;229444;245331;260514;274688;282520;
9;209129;217413;230194;245664;260391;274118;281769;
10;210673;218742;231245;246177;260452;273823;281307;
11;212444;220016;232092;246591;260364;273258;280639;
12;214232;221646;233260;247306;260586;273067;280117;
13;216297;223136;234587;248045;260681;272761;279528;
14;218919;225245;236217;249205;261349;272803;279349;
15;221540;227365;238018;250331;262015;273017;279057;
16;224535;230143;240300;252136;263193;273730;279424;
17;227958;232999;242759;254011;264559;274582;280116;
18;231650;236657;245786;256530;266606;276156;281539;
19;235446;240245;248948;259193;268947;277837;282787;
20;239598;244248;252578;262365;271677;280323;285132;
21;244086;248784;256696;266160;275196;283457;288071;
22;248944;253351;261157;270109;278936;286959;291600;
23;253140;257277;264986;273925;282578;290353;294961;
24;255664;260103;267601;276720;285286;293352;297670;
25;257847;263011;270516;279703;288828;296933;301369;
26;262694;267373;275721;285208;294555;303341;307905;
27;273297;278373;287355;297551;307581;317003;321971;
28;283187;288654;298202;309160;319914;329970;335333;
29;288998;294826;304933;316686;328080;338893;344576;
30;301825;307957;318728;331188;343194;354568;360814;
31;308554;314906;326333;339384;351988;363932;370572;
32;317268;324086;336044;349667;362854;375393;382269;
33;322445;329498;342010;356130;369808;382874;389943;
34;325998;333225;346121;360695;374741;388259;395607;
35;325881;333320;346721;361565;376057;389860;397289;
36;327250;334871;348501;363599;378427;392424;399980;
37;326099;333924;347600;362966;377993;392073;399877;
38;328375;336114;350026;365467;380619;394752;402742;
39;326375;334185;348218;363627;378880;393144;401019;
40;324658;332575;346643;362014;377234;391434;399353;
41;328124;335912;349912;365173;380257;394250;402253;
42;334122;341801;355485;370565;385465;399229;407281;
43;329093;336589;350042;364823;379511;392893;400829;
44;334069;341254;354402;368859;383216;396462;404162;
45;336018;342897;355607;369694;383610;396576;404103;
46;336477;342929;355253;368970;382407;395094;402365;
47;335065;341383;353308;366421;379338;391674;398520;
48;335636;341631;352971;365604;377835;389837;396394;
49;338546;344113;354948;367017;378630;390082;396213;
50;348586;354000;364348;375768;386751;397717;403433;
51;345165;350206;359992;370726;381081;391420;396803;
52;348463;353283;362420;372555;382397;392040;397016;
53;343525;348021;356739;366138;375428;384417;388903;
54;347788;351960;360159;368925;377635;385906;390143;
55;337557;341538;349157;357329;365439;373029;377093;
56;336123;339886;346955;354581;362183;369057;373020;
57;342534;346116;352783;359737;366835;373140;376799;
58;345368;348670;354838;361331;367905;373730;377040;
59;348378;351486;357135;363158;369187;374601;377683;
60;356316;359217;364395;370009;375586;380608;383501;
61;355587;358483;363222;368465;373601;378319;381122;
62;362861;365665;370026;374991;379808;384149;386909;
63;369470;372165;376192;380887;385344;389483;392140;
64;386349;388939;392729;397183;401453;405306;407809;
65;394542;397114;400720;404967;408961;412662;415143;
66;407790;410238;413687;417837;421702;425293;427584;
67;422408;424670;428214;432225;436018;439631;441691;
68;434512;436504;440293;444245;448033;451607;453572;
69;426147;428135;431865;435809;439563;443045;445022;
70;425043;427335;431197;435151;438995;442471;444416;
71;421052;423603;427562;431635;435591;439149;441065;
72;411215;413845;417861;422115;426178;429881;431859;
