"Previsioni probabilistiche della popolazione residente per sesso, età e regione - base 1.1.2017 - Anni 2017/2065"
"Anno: 2017 - Ripartizione: Italia"
"Maschi"
"Età";"Limite inferiore intervallo di confidenza al 90% (5° percentile)";"Limite inferiore intervallo di confidenza all'80% (10° percentile)";"Limite inferiore intervallo di confidenza al 50% (25° percentile)";"Scenario mediano";"Limite superiore intervallo di confidenza al 50% (75° percentile)";"Limite superiore intervallo di confidenza all'80% (90° percentile)";"Limite superiore intervallo di confidenza al 90% (95° percentile)"
31;451739;473206;511822;559028;603375;642847;666978;
32;454140;476121;514930;562299;606944;646573;672174;
33;456949;478806;518689;565694;611540;650702;676338;
34;459234;481285;521547;568656;614272;654414;680783;
35;461976;484163;523737;571933;617759;657383;684401;
36;464539;486847;526101;574615;620880;660203;688174;
37;468029;489989;529296;578040;624076;663245;691360;
38;471196;491972;532307;580978;626891;666805;694564;
39;474608;495145;536056;584488;630135;670832;698635;
40;476966;499116;539265;587559;632724;674456;701457;
41;479688;502885;542410;590873;636669;677979;704544;
42;485001;506705;546040;594663;640022;682082;707033;
43;489242;510680;550294;598067;643897;685027;709228;
44;492239;513117;553552;600588;646417;686657;710924;
45;492890;513565;554227;600618;646220;685574;710841;
46;493143;514578;554944;600620;645994;685971;710385;
47;500400;521678;561692;607042;651262;691661;718819;
48;518349;539522;579732;624832;668833;709592;736331;
49;535538;556871;596945;641665;685659;726429;753107;
50;545656;567212;606371;651341;695068;734945;762149;
51;568680;590405;629113;673945;717638;757201;783838;
52;579492;601154;639832;684280;727876;766993;793212;
53;594696;616201;654722;698765;742031;780210;806574;
54;603460;625374;663332;707019;749611;787643;813782;
55;610447;631598;669277;712583;754693;792424;818184;
56;608487;629218;666302;709257;750817;788554;813076;
57;608961;629777;666580;708626;749533;786839;810446;
58;605377;625956;661952;703446;743636;780831;804107;
59;610700;630776;665929;707065;746770;783475;805959;
60;605757;625165;660112;700305;739181;775475;797164;
61;602225;620773;655086;694474;732358;768458;788904;
62;607075;624988;658551;696982;733894;768639;788892;
63;616329;633475;666059;703439;739291;773038;792790;
64;606137;622891;654792;690662;725395;758372;777181;
65;609112;625420;656181;691049;724427;756526;774636;
66;608825;624695;654398;687985;720302;751252;768397;
67;607687;623222;651533;683810;714872;744296;760986;
68;603060;617908;645071;676098;705770;733733;750347;
69;603658;618066;643918;673768;701839;728800;744332;
70;609436;623305;647944;676353;703080;728690;743307;
71;625956;639319;662662;689717;715108;738877;752992;
72;617430;630096;652465;678170;702316;724312;738273;
73;620733;632987;653821;678049;700818;721252;734864;
74;610867;622710;642644;665471;687172;706403;718621;
75;615656;626758;645195;666835;687363;705537;717534;
76;594470;605054;622468;642709;662098;679079;690772;
77;587076;597218;613168;632585;650700;666478;678113;
78;592652;602493;617813;636251;653372;668663;679263;
79;588948;597873;612469;630321;646800;661646;670916;
80;581941;591209;604903;622567;638058;652957;661796;
81;582047;590961;604943;622265;637432;652346;660952;
82;564883;573555;587358;604807;619502;634539;643159;
83;552692;561828;575820;593817;608830;624123;632209;
84;540281;548819;563951;582849;599021;614033;622589;
85;532856;542956;559523;579504;597075;612728;622392;
86;509808;521159;539069;560505;579512;596503;606468;
87;486718;498873;518302;541753;562722;581313;591711;
88;458924;471738;493027;518897;542506;562395;574078;
89;422894;436250;459401;487143;513057;534522;547814;
90;365742;378848;402804;430853;458001;480678;494669;
91;314197;327772;351969;380560;408940;432699;447522;
92;264671;277739;302592;330949;360467;385454;400302;
93;213968;226058;250267;277425;306898;331813;347192;
94;174320;186920;209918;236178;266256;291487;307071;
95;133071;144790;166296;189973;218721;243113;258469;
96;99625;109669;129716;150701;177826;201891;216492;
97;71848;80820;98301;116928;141930;164941;178156;
98;49559;56979;71435;87555;109877;130979;142376;
99;33441;39337;51212;64562;83842;103274;113392;
100;20268;24276;32888;42897;58005;73588;82748;
101;12064;14747;20933;28225;39899;52531;59854;
102;6896;8659;12890;18083;26775;36765;42918;
103;3696;4776;7507;10972;17115;24525;29325;
104;1881;2505;4170;6412;10644;15910;19420;
105;885;1223;2156;3492;6152;9709;12129;
106;403;581;1090;1866;3510;5856;7521;
107;172;255;510;934;1888;3339;4424;
108;67;104;224;440;964;1799;2465;
109;25;40;93;196;466;924;1313;
110 e oltre;11;20;52;126;345;768;1168;
Totale;46908238;48456340;51165223;54355400;57431015;60300588;62036990;
"Anno: 2065 - Ripartizione: Italia"
"Maschi"
"Età";"Limite inferiore intervallo di confidenza al 90% (5° percentile)";"Limite inferiore intervallo di confidenza all'80% (10° percentile)";"Limite inferiore intervallo di confidenza al 50% (25° percentile)";"Scenario mediano";"Limite superiore intervallo di confidenza al 50% (75° percentile)";"Limite superiore intervallo di confidenza all'80% (90° percentile)";"Limite superiore intervallo di confidenza al 90% (95° percentile)"
0;151632;163744;186634;218401;248743;277967;295441;
1;153160;164639;187560;218715;248980;277653;295200;
2;153968;165699;188461;219040;248944;276989;294647;
3;155002;166708;189309;219398;248659;276621;293691;
4;156605;167856;190207;220016;248612;276123;292166;
5;158052;169271;191359;220309;248767;276146;291841;
6;159544;170621;192433;220973;248964;275843;291113;
7;160932;171987;193815;221765;249019;275751;290609;
8;162452;173927;195148;222576;249453;275587;290696;
9;164070;175826;196589;223707;249974;275416;290237;
10;166097;178090;198298;225128;250902;276012;290535;
11;168071;180241;200066;226372;251862;276516;290768;
12;170893;182814;202339;228115;253072;276874;291001;
13;173367;185719;204868;230185;254503;277930;291971;
14;176680;188820;207423;232456;256688;279515;293103;
15;180249;192193;210503;235067;258840;280997;294580;
16;184054;195818;214334;238309;261730;283398;296750;
17;188181;199513;217881;241705;264928;285979;299269;
18;192395;203553;221649;245228;268446;288922;301802;
19;196920;207638;225481;249131;272092;292255;305025;
20;201000;211926;229703;253365;276070;296307;308572;
21;204974;216024;233860;257383;279920;300451;312252;
22;208826;219806;238211;261434;283951;304298;316119;
23;212956;223922;242492;265628;288079;308346;320179;
24;216413;227770;246401;269424;291892;312356;324432;
25;219668;231068;249876;273238;295981;316141;328280;
26;222969;234841;253401;276957;299465;320344;332440;
27;225604;237176;256544;280292;302825;323952;336154;
28;228390;239128;258964;283483;306206;327946;340302;
29;229984;241455;261350;286418;309348;331102;343564;
30;232060;243683;263961;289110;312324;334253;346933;
31;233828;245392;265997;291391;314996;336682;349905;
32;235511;246890;267925;293622;317466;339084;352965;
33;236810;248341;269633;295502;319679;341318;355933;
34;237838;250435;271522;297411;322101;343603;358562;
35;239325;251316;272993;299058;324223;345159;360695;
36;241130;252720;274303;300826;325823;347366;362557;
37;242029;254172;275599;302248;327321;348987;364077;
38;244115;255294;276922;304012;329004;350859;366304;
39;245130;256470;278728;305489;330786;352464;367725;
40;246763;258511;280708;307223;332375;354535;369726;
41;247721;260218;282205;308699;333849;356376;370998;
42;249885;262061;283645;310273;335248;358133;371991;
43;251870;263953;285553;312080;336855;359862;373214;
44;254041;266190;287779;313668;338781;361008;374275;
45;255968;267206;288998;314792;339858;361338;375433;
46;255949;267282;289260;314634;339401;361060;374867;
47;255709;267563;289496;314462;338819;360719;374269;
48;258951;270189;291933;316663;340485;362606;377240;
49;267944;279490;301042;325563;349339;371307;385833;
50;276236;287811;309301;333734;357313;379352;393434;
51;280770;292476;313705;337930;361638;383109;397191;
52;292502;304115;324830;349098;372680;393730;407803;
53;298073;309736;330221;354168;377644;398238;412199;
54;305720;317441;337830;361445;384450;405102;418771;
55;310181;321385;341600;365114;387932;408359;421742;
56;312907;324014;343911;367080;389511;409649;422643;
57;312085;323110;342784;365574;387649;407620;420204;
58;312853;323542;342982;365369;387107;406935;419057;
59;311040;321695;340721;362686;383922;403888;415342;
60;312525;322923;341724;363166;384044;403459;414857;
61;310099;320029;338479;359497;379827;399036;409877;
62;307838;317527;335739;356122;375829;394636;405360;
63;310398;319729;337548;357402;376555;394698;405486;
64;315014;324274;341515;360846;379537;396782;407641;
65;308972;317945;334815;353503;371456;388257;398786;
66;312405;321180;337603;355506;372725;389165;399666;
67;312767;321356;337090;354312;371026;386722;396636;
68;311520;319835;334953;351476;367634;382388;391687;
69;308571;316469;331058;346741;362032;376299;384995;
70;306960;314584;328390;343417;358069;371506;379839;
71;307415;314665;327642;341906;355860;368517;376932;
72;313789;321142;333377;346825;360100;371967;379813;
73;307400;314383;326035;338707;351142;362350;369938;
74;307071;313498;324412;336501;348101;358868;366110;
75;298471;304829;314777;326436;337267;347449;354388;
76;297412;303481;313052;324093;334454;344147;350611;
77;283108;289106;298084;308564;318359;327723;333406;
78;275498;281200;289970;300111;309511;318316;323836;
79;273325;278775;287452;297348;306540;315103;320578;
80;266762;271984;280583;290463;299679;308021;313356;
81;258181;263832;272380;282491;291802;300090;305384;
82;250955;257117;266383;276745;286568;295068;300234;
83;236163;242649;252464;263129;273272;282246;287523;
84;224012;231321;241797;253315;264341;273653;279367;
85;209663;217031;228605;240986;252817;262976;268883;
86;198224;206433;218988;232783;246022;256875;263866;
87;180055;188740;202065;216894;230998;242842;250454;
88;162326;171111;185445;201234;216470;229678;237890;
89;143309;152127;167386;184226;200782;214796;223912;
90;122593;131487;147093;164462;181443;197101;206572;
91;97618;105891;120783;137457;154151;169752;179155;
92;76732;84637;98743;114685;131002;146286;155999;
93;58290;65476;78133;93000;108473;123252;132614;
94;42200;48207;59301;72475;86575;100291;108984;
95;30206;35233;44773;56506;69358;82296;90413;
96;20039;23930;31585;41296;52217;63617;70899;
97;12818;15754;21677;29496;38586;48404;54695;
98;7975;10095;14562;20701;28155;36348;41791;
99;4688;6119;9280;13838;19597;26152;30617;
100;2670;3603;5759;9028;13330;18451;21969;
101;1333;1864;3150;5208;8052;11559;14075;
102;646;937;1677;2939;4771;7139;8864;
103;298;450;859;1597;2734;4280;5429;
104;126;199;409;810;1469;2411;3127;
105;50;83;183;390;751;1296;1727;
106;18;31;75;171;353;641;880;
107;6;11;29;73;161;310;438;
108;2;4;10;29;68;139;203;
109;1;1;3;10;27;58;88;
110 e oltre;0;0;1;5;15;35;55;
Totale;23054723;23787322;25250503;26972055;28604196;30211473;31102360;
"Femmine"
"Età";"Limite inferiore intervallo di confidenza al 90% (5° percentile)";"Limite inferiore intervallo di confidenza all'80% (10° percentile)";"Limite inferiore intervallo di confidenza al 50% (25° percentile)";"Scenario mediano";"Limite superiore intervallo di confidenza al 50% (75° percentile)";"Limite superiore intervallo di confidenza all'80% (90° percentile)";"Limite superiore intervallo di confidenza al 90% (95° percentile)"
0;142700;154015;175669;205540;234114;261706;278038;
1;143950;154702;176222;205575;233971;261105;277597;
2;144376;155423;176860;205643;233787;260277;276706;
3;145093;156251;177441;205762;233243;259566;275479;
4;146463;157080;177941;206143;232964;259034;274190;
5;147702;158226;178980;206232;232883;258846;273288;
6;148708;159553;179965;206679;232769;258274;272619;
7;150024;160578;180967;207253;232712;257963;272070;
8;151382;162178;182077;207845;233009;257847;271616;
9;152838;163955;183252;208735;233248;257568;271487;
10;154366;165819;184793;209887;233936;257500;271449;
11;156401;167597;186411;210851;234703;257881;271241;
12;158869;169770;188226;212255;235557;258160;270962;
13;161370;172066;190166;213920;236687;258830;271453;
14;163779;174758;192538;215715;238082;259817;272359;
15;166599;177583;195053;217760;240048;260940;273512;
16;169854;180624;197868;220335;242148;262509;274924;
17;173208;183562;201040;223040;244494;264425;276448;
18;176941;187038;204040;225953;247236;266655;278530;
19;180940;190766;207597;229429;250527;269452;281260;
20;184967;195052;211856;233486;254379;273181;284775;
21;189096;199490;215994;237589;258302;277085;288582;
22;193562;203507;220245;241876;262597;281607;292659;
23;197412;207625;224553;246318;267091;286360;296596;
24;201000;211571;228538;250271;271249;290531;301298;
25;204231;214884;232170;254029;274974;294248;305314;
26;207419;217929;235289;257444;278617;297697;308934;
27;209546;220226;237994;260252;281306;300679;312030;
28;211828;222054;240352;262720;283959;303844;315110;
29;213151;223471;241782;264794;285969;306258;317617;
30;214518;225118;243362;266548;288031;307985;319087;
31;215275;226108;244563;267879;289310;309148;320535;
32;216331;227441;245921;269182;290919;310780;322161;
33;217296;227967;247270;270212;292157;311714;323245;
34;218514;229311;248368;271357;293270;312632;324921;
35;219425;229971;249431;272359;294293;313687;326298;
36;220650;231253;250523;273587;295755;314764;327709;
37;221721;232562;251419;274597;296630;315333;328928;
38;223017;233856;252682;276038;297959;316503;330021;
39;224840;235225;254159;277307;299212;318159;331575;
40;226699;236900;256225;278914;300609;319992;333155;
41;228431;238278;257589;280361;301982;321558;334307;
42;229521;240249;259196;281969;303581;322922;335220;
43;232043;242154;261003;283842;305248;324905;336764;
44;234074;244224;263159;285546;307102;326287;338015;
45;235825;245671;264490;286839;308403;327130;338733;
46;236177;245563;264861;286934;308348;327265;338614;
47;236453;246374;265592;287021;308546;327033;338496;
48;240652;250929;269915;291157;311974;331349;343734;
49;249445;259754;278644;299952;320826;339914;352379;
50;258057;268438;287244;308513;329344;348536;360745;
51;263595;273916;292722;313884;334606;353698;366185;
52;275068;285256;304048;325185;345765;364896;377244;
53;280457;290525;309403;330312;350823;369826;382029;
54;287877;297795;316349;337370;357709;376523;388641;
55;292692;302662;321007;341802;361966;380593;392496;
56;296522;306541;324620;345248;365214;383498;395388;
57;295066;304721;322901;343285;363102;380984;392752;
58;294910;304821;322556;342708;362325;380048;391555;
59;292956;302860;320228;340056;359364;376794;388234;
60;296888;306361;323439;343011;362030;379095;390402;
61;294578;303821;320457;339744;358332;375065;386207;
62;292810;301870;318338;337104;355371;371770;382484;
63;294819;303532;319723;338124;356037;372035;382326;
64;298654;307127;322996;340915;358558;374088;383829;
65;294284;302341;317821;335299;352510;367581;377142;
66;293706;301412;316371;333427;350179;364780;373827;
67;292884;300183;314767;331282;347434;361758;370272;
68;292356;299643;313575;329644;345143;359078;367214;
69;290639;297407;310870;326348;341239;354789;362330;
70;292671;299299;311993;326961;341225;354139;361466;
71;297472;304030;316172;330607;344281;356533;363834;
72;306804;313051;324706;338476;351491;363122;369952;
73;304334;310214;321453;334573;346995;358018;364612;
74;306807;312884;323598;336034;347947;358206;364503;
75;304977;310926;321258;332903;344330;353977;360089;
76;308906;314557;324674;335716;346635;355714;361712;
77;300588;306123;315771;326312;336741;345379;351238;
78;298653;303921;313276;323463;333494;341719;347413;
79;303768;309466;318179;328245;337967;346172;351390;
80;303321;308658;317393;327372;336885;344976;349896;
81;301280;306429;315713;325432;334968;342624;347499;
82;303215;308735;318214;328133;337534;345829;350496;
83;296219;301232;311458;321654;331130;339823;345027;
84;290306;295503;306151;317183;327129;336398;342323;
85;285463;291302;302937;314832;325650;336008;342156;
86;281828;288903;301710;314997;327165;338418;345603;
